gene_name	gene_length	rm_count	by_count
YPL156C	855	50.0	98.0
YOR153W	4536	1228.0	1097.0
YLR187W	3081	99.0	0.0
YDR099W	822	199.0	279.0
YKL133C	1392	50.0	49.0
YKL188C	2562	98.0	136.0
YHR170W	1557	706.0	303.0
YDR259C	1152	50.0	0.0
YKL068W	2880	196.0	286.0
YOR032C	1305	50.0	0.0
YMR075C-A	366	50.0	47.0
YMR002W	471	451.0	397.0
YLR261C	327	50.0	134.0
YDL246C	1074	0.0	0.0
YER081W	1410	728.0	710.0
YPL178W	627	270.0	321.0
YMR172C-A	384	0.0	0.0
YPR202W	717	0.0	0.0
YIL096C	1011	0.0	150.0
YOL046C	675	50.0	45.0
YFR011C	513	100.0	289.0
YIL074C	1410	613.0	464.0
YHL008C	1884	0.0	50.0
YLR457C	960	0.0	0.0
YNL249C	1629	0.0	0.0
YGR056W	2787	178.0	92.0
YGL065C	1512	150.0	42.0
YOR052C	453	54.0	200.0
YBR012C	420	0.0	93.0
YGR116W	4356	777.0	489.0
YOR343C	327	0.0	0.0
YGL230C	444	0.0	0.0
YOL159C	516	86.0	48.0
YBR185C	837	148.0	49.0
YOR010C	756	0.0	51.0
YDR290W	330	0.0	0.0
YDR019C	1203	1100.0	898.0
YBR150C	3285	0.0	0.0
YFL031C-A	102	50.0	132.0
YER119C	1347	100.0	97.0
YMR196W	3267	50.0	148.0
YMR161W	675	122.0	138.0
YCR001W	315	0.0	51.0
YKL068W-A	237	0.0	0.0
YJL133C-A	225	175.0	233.0
YHL046W-A	327	0.0	0.0
YBL093C	663	196.0	144.0
YMR322C	714	0.0	0.0
YLL061W	1752	96.0	98.0
YDR110W	1701	383.0	196.0
YDR419W	1899	331.0	99.0
YOR221C	1083	50.0	49.0
YPL214C	1623	146.0	199.0
YBL108C-A	129	0.0	0.0
YGL165C	579	96.0	0.0
YOL064C	1074	601.0	527.0
YBL023C	2607	288.0	199.0
YOR274W	1287	264.0	98.0
YHR213W	597	0.0	0.0
YOR329C	2619	142.0	94.0
YLR005W	1386	311.0	95.0
YDR124W	975	94.0	0.0
YNL267W	3201	298.0	100.0
YJL143W	477	292.0	290.0
YLL047W	384	0.0	0.0
YLR461W	363	0.0	0.0
YLR050C	486	68.0	51.0
YNL307C	1128	439.0	196.0
YDR067C	675	97.0	103.0
YMR056C	930	50.0	231.0
YHR032W-A	180	49.0	50.0
YJL044C	1377	150.0	170.0
YPR164W	4224	0.0	0.0
YEL060C	1908	168.0	194.0
YHR195W	966	246.0	171.0
YLR101C	396	263.0	218.0
YBL107W-A	105	0.0	0.0
YML026C	441	523.0	516.0
YPR066W	900	0.0	50.0
YDR073W	510	0.0	0.0
YDR229W	1362	145.0	286.0
YDL181W	258	212.0	50.0
YBR022W	534	194.0	49.0
YER177W	804	852.0	792.0
YML048W	1212	50.0	144.0
YBL064C	786	409.0	150.0
YIL045W	1617	45.0	0.0
YKL221W	1422	0.0	0.0
YGL126W	1143	342.0	501.0
YLR167W	459	550.0	544.0
YMR270C	1098	238.0	193.0
YLR293C	660	504.0	402.0
YLR228C	2445	50.0	192.0
YJR053W	1725	45.0	49.0
YJL171C	1191	285.0	150.0
YPL031C	918	338.0	195.0
YKL021C	1407	475.0	48.0
YDL167C	2160	488.0	388.0
YLR388W	171	311.0	393.0
YLR373C	2706	100.0	0.0
YJR035W	3258	0.0	171.0
YKR054C	12279	50.0	240.0
YIR034C	1122	370.0	415.0
YGL013C	3207	209.0	99.0
YJR068W	1062	323.0	189.0
YGR207C	786	196.0	169.0
YDR212W	1680	720.0	678.0
YNL052W	462	400.0	147.0
YGL188C	174	75.0	50.0
YNL025C	972	0.0	146.0
YGR121W-A	216	0.0	50.0
YGR091W	1485	95.0	133.0
YDL232W	111	50.0	0.0
YPL119C	1854	0.0	0.0
YLR242C	966	253.0	146.0
YMR031W-A	327	0.0	47.0
YJR148W	1131	70.0	99.0
YEL010W	351	0.0	0.0
YMR195W	384	99.0	164.0
YOL087C	3351	188.0	180.0
YNL134C	1131	424.0	680.0
YAL037W	804	47.0	52.0
YGL146C	936	66.0	51.0
YCR051W	669	198.0	112.0
YBR262C	321	150.0	137.0
YPL199C	723	270.0	142.0
YML101C-A	318	113.0	50.0
YFL036W	4056	98.0	47.0
YJR133W	630	266.0	193.0
YIL051C	438	264.0	217.0
YPL057C	1149	99.0	150.0
YNR010W	450	48.0	47.0
YDR365C	1887	340.0	280.0
YLR308W	939	0.0	0.0
YNL169C	1503	368.0	254.0
YFR034C	939	184.0	141.0
YHR070W	1500	99.0	50.0
YDR460W	966	45.0	97.0
YNL112W	1641	631.0	481.0
YHL047C	1863	0.0	99.0
YOR360C	1581	410.0	243.0
YOR335C	2877	904.0	870.0
YDR354C-A	144	96.0	99.0
YKL100W-A	90	49.0	50.0
YGL251C	3564	150.0	144.0
YER156C	1017	295.0	313.0
YPL255W	1158	100.0	100.0
YOR095C	777	421.0	371.0
YEL038W	684	46.0	191.0
YDR420W	5409	195.0	44.0
YOL025W	1983	99.0	47.0
YPL208W	1752	100.0	289.0
YOL147C	711	259.0	140.0
YNL280C	1317	500.0	300.0
YDR007W	675	198.0	259.0
YIL160C	1254	46.0	0.0
YPR089W	2667	194.0	109.0
YBR233W	1242	133.0	50.0
YPL122C	1542	158.0	0.0
YDL086W	822	480.0	131.0
YMR313C	1929	147.0	49.0
YGL179C	1683	0.0	48.0
YGR120C	789	50.0	51.0
YML001W	627	481.0	375.0
YLL028W	1761	96.0	95.0
YER016W	1035	239.0	366.0
YDR438W	1113	96.0	151.0
YNL211C	261	68.0	0.0
YLR124W	345	0.0	0.0
YML058W-A	207	0.0	0.0
YLR026C	1023	100.0	135.0
YJR065C	1350	246.0	335.0
YHR094C	1713	340.0	527.0
YMR095C	675	0.0	0.0
YDL033C	1254	0.0	44.0
YMR255W	567	99.0	196.0
YHR209W	876	0.0	0.0
YGL247W	594	0.0	97.0
YCR100C	951	100.0	0.0
YDR516C	1503	95.0	194.0
Q0130	231		
YPL233W	651	100.0	49.0
YOR255W	837	0.0	0.0
YIL063C	984	98.0	262.0
YOR200W	399	182.0	50.0
YGR251W	591	49.0	50.0
YPR047W	1410	256.0	50.0
YDR246W-A	201	0.0	0.0
YDR044W	987	100.0	187.0
YEL016C	1482	151.0	48.0
YOL128C	1128	205.0	194.0
YPL215W	1008	421.0	95.0
YKL153W	510	594.0	598.0
YFL019C	354	0.0	0.0
YMR139W	1113	298.0	95.0
YNL296W	315	50.0	0.0
YOR172W	2361	97.0	99.0
YOR105W	327	146.0	169.0
YDR541C	1035	50.0	161.0
YPR143W	753	216.0	192.0
YDR340W	303	55.0	55.0
YNL322C	942	188.0	238.0
YPL090C	711	732.0	816.0
YPR078C	1119	0.0	0.0
YBL058W	1272	404.0	179.0
YFL062W	1140	167.0	94.0
YNL197C	1986	100.0	0.0
YLR439W	960	95.0	0.0
YCR020C	648	173.0	150.0
YCL051W	1752	48.0	0.0
YCR097W	381	0.0	119.0
YBL039C-A	84	62.0	0.0
YDR235W	1635	145.0	145.0
YGL194C-A	243	49.0	0.0
YER038C	1395	93.0	0.0
YPR125W	1365	146.0	96.0
YHR049W	732	385.0	159.0
YBR007C	2211	96.0	93.0
YPL001W	1125	162.0	0.0
YJL038C	660	0.0	0.0
YNL319W	441	0.0	0.0
YPR178W	1398	96.0	180.0
YER079C-A	339	49.0	103.0
YNL159C	870	224.0	193.0
YAL014C	768	99.0	0.0
YCR020W-B	237	48.0	49.0
YBR243C	1347	289.0	49.0
YLR181C	993	95.0	49.0
YBL056W	1407	655.0	668.0
YNL075W	873	259.0	270.0
YPL150W	2706	351.0	343.0
YJL012C	2166	199.0	190.0
YJL065C	504	96.0	130.0
YKR020W	495	0.0	44.0
YMR053C	2553	46.0	50.0
YKL066W	444	98.0	74.0
YMR004W	1536	150.0	193.0
YER083C	858	0.0	152.0
YHR050W	1650	340.0	44.0
YPL176C	2352	242.0	245.0
YHR172W	2472	191.0	195.0
YLR263W	2484	0.0	44.0
YDL240W	3054	97.0	50.0
YDR401W	564	0.0	0.0
YFR013W	2364	151.0	100.0
YHR013C	717	206.0	0.0
YOL040C	429	494.0	412.0
YGL045W	1629	192.0	149.0
YCL035C	333	195.0	147.0
YIL023C	1041	139.0	227.0
YNR073C	1509	0.0	0.0
YPR200C	393	0.0	0.0
YIL072W	1818	0.0	0.0
YLR327C	261	0.0	0.0
YBR229C	2865	97.0	288.0
YML133C	4125	50.0	50.0
YOR131C	657	47.0	148.0
YLR455W	915	144.0	108.0
YNL247W	2304	849.0	247.0
YOR054C	2025	196.0	243.0
YGL007C-A	87	0.0	0.0
YOR121C	306	146.0	90.0
YFR028C	1656	442.0	350.0
YGR290W	444	0.0	49.0
YBR152W	876	50.0	0.0
YOR072W	315	0.0	0.0
YDR292C	1866	440.0	284.0
YOR161C-C	147	0.0	0.0
YKR103W	3657	0.0	95.0
YMR194W	303	277.0	253.0
YEL063C	1773	472.0	336.0
YMR167W	2310	146.0	47.0
YOR249C	2058	292.0	141.0
YER117W	414	587.0	519.0
YOR301W	1308	149.0	190.0
YPL187W	498	540.0	0.0
YKL218C	981	306.0	319.0
YBR039W	936	690.0	324.0
YLL063C	1425	49.0	49.0
YAR070C	300	0.0	0.0
YOR276W	486	479.0	305.0
YMR309C	2439	562.0	305.0
YOR089C	633	354.0	298.0
YGR258C	3096	148.0	94.0
YNL146C-A	195	0.0	0.0
YMR180C	963	0.0	144.0
YGL163C	2697	99.0	190.0
YDR417C	372	394.0	262.0
YOL131W	327	0.0	0.0
YOR011W-A	207	0.0	0.0
YPL283C	5580	49.0	180.0
YBL021C	435	0.0	96.0
YHR215W	1404	201.0	621.0
YLL045C	771	790.0	753.0
YOR209C	1290	555.0	535.0
YLR007W	1011	219.0	216.0
YNL261W	1440	354.0	149.0
YMR054W	2673	251.0	150.0
YDR065W	1098	147.0	94.0
YNL305C	894	320.0	316.0
YJL046W	1230	93.0	151.0
YKR078W	1758	195.0	46.0
YOR191W	4860	51.0	98.0
YOL166W-A	156	0.0	0.0
YDR272W	825	146.0	321.0
YGR289C	1851	0.0	49.0
YML020W	1995	95.0	50.0
YLR103C	1953	196.0	99.0
YOR294W	612	174.0	115.0
YEL062W	1848	0.0	96.0
YPR064W	420	0.0	97.0
YPR031W	2247	96.0	147.0
YLR038C	252	266.0	97.0
YNL096C	573	512.0	498.0
YDR038C	3276	50.0	100.0
YPR160W-A	81	0.0	0.0
YDL187C	330	0.0	0.0
YBR024W	906	0.0	245.0
YER171W	2337	197.0	238.0
YDL047W	936	154.0	97.0
YML046W	1890	168.0	94.0
YGL124C	1935	193.0	147.0
YMR276W	1122	111.0	190.0
YEL059W	309	0.0	0.0
YMR149W	861	493.0	411.0
YLR165C	765	0.0	48.0
YCR069W	957	50.0	94.0
YKL223W	333	0.0	0.0
YGR146C-A	162	0.0	0.0
YKL027W	1344	476.0	326.0
YJL173C	369	81.0	47.0
YDR152W	798	205.0	0.0
YKL127W	1713	331.0	250.0
YDR309C	1152	301.0	292.0
YLR386W	2643	183.0	92.0
YLR371W	4071	292.0	98.0
YDL169C	672	53.0	0.0
YLR092W	2682	122.0	241.0
YER044C	447	235.0	0.0
YMR072W	552	194.0	233.0
YJR033C	4074	0.0	0.0
YKR056W	1920	338.0	148.0
YGL011C	759	310.0	96.0
YIR036C	792	166.0	95.0
YMR123W	369	108.0	106.0
YGR209C	315	261.0	327.0
YJL150W	303	0.0	0.0
YNL050C	813	96.0	140.0
YMR304C-A	351	100.0	0.0
YLR240W	2628	143.0	149.0
YGR093W	1524	247.0	50.0
YDL234C	2241	191.0	150.0
YGR125W	3111	298.0	230.0
YGL080W	393	185.0	0.0
YNL136W	1278	98.0	46.0
YKL049C	690	92.0	46.0
YBL002W	396	358.0	438.0
YNR038W	1890	95.0	91.0
YGL140C	3660	667.0	190.0
YCL029C	1323	154.0	94.0
YFL038C	621	530.0	329.0
YJR131W	1650	245.0	0.0
YNR012W	1506	240.0	93.0
YNL110C	663	201.0	259.0
YAL068C	363	0.0	0.0
YDR367W	666	340.0	144.0
YHR072W	2196	716.0	293.0
YPL059W	453	239.0	0.0
YGL253W	1461	704.0	802.0
YHL032C	2130	190.0	148.0
YAR002C-A	660	377.0	408.0
YHL045W	348	0.0	0.0
YOR337W	2280	258.0	147.0
YOR097C	528	98.0	50.0
YHR118C	1308	98.0	48.0
YGR024C	714	295.0	49.0
YOL023W	2031	142.0	145.0
YPL253C	1944	239.0	96.0
YOR259C	1314	701.0	626.0
YER154W	1209	148.0	99.0
YBR300C	498	0.0	0.0
YEL036C	1503	352.0	194.0
YBR260C	2001	91.0	150.0
YPL124W	762	0.0	0.0
YAL042W	1248	625.0	589.0
YAL035W	3009	978.0	628.0
YNL286W	858	100.0	98.0
YDR001C	2256	287.0	194.0
YIL162W	1599	0.0	48.0
YOL141W	2088	0.0	0.0
YHR145C	357	0.0	0.0
YBR195C	1269	50.0	98.0
YIL039W	1422	349.0	159.0
YGR122W	1209	97.0	47.0
YPL092W	1377	100.0	92.0
YMR315W	1050	459.0	97.0
YOR066W	1890	50.0	48.0
YDR384C	828	93.0	0.0
YML007W	1953	620.0	227.0
YER063W	657	98.0	198.0
YDR481C	1701	523.0	568.0
YER014W	1620	192.0	244.0
YPR041W	1218	956.0	611.0
YNL213C	645	146.0	0.0
YKL006C-A	294	129.0	99.0
YDL159W-A	132	0.0	0.0
YBR058C	2346	149.0	189.0
YLR024C	5619	100.0	100.0
YLR071C	3249	142.0	97.0
YHR092C	1731	144.0	0.0
YDL199C	2064	47.0	42.0
YDR434W	1605	306.0	340.0
YER181C	324	0.0	0.0
YNL228W	777	50.0	50.0
YDL064W	474	47.0	50.0
YDL031W	2988	624.0	241.0
YMR257C	2403	191.0	92.0
YBL108W	306	0.0	0.0
YDR514C	1452	242.0	99.0
YOR253W	531	294.0	322.0
YOR202W	663	399.0	192.0
YDR033W	963	386.0	714.0
YGL245W	2127	1144.0	666.0
YGR006W	756	49.0	49.0
YGR079W	1113	178.0	143.0
YDL119C	924	143.0	145.0
YKL151C	1014	191.0	96.0
YGL198W	708	157.0	244.0
YKL104C	2154	393.0	241.0
YBL091C-A	528	100.0	0.0
YLR361C-A	297	0.0	0.0
YBR141W-A	96	100.0	0.0
YOR170W	306	0.0	47.0
YOR292C	930	108.0	56.0
YHR038W	693	100.0	50.0
YML069W	1659	441.0	401.0
YKR019C	1848	100.0	52.0
YJR073C	621	632.0	464.0
YGR279C	1161	349.0	444.0
YCR073C	3996	50.0	146.0
YCR022C	345	0.0	0.0
YLL015W	4680	146.0	107.0
YNL195C	786	0.0	46.0
YFL060C	669	50.0	50.0
YDR173C	1068	58.0	48.0
YMR100W	1863	141.0	353.0
YCL057W	2139	199.0	190.0
YOR335W-A	81	50.0	0.0
YBR072W	645	0.0	309.0
YBR005W	642	171.0	95.0
YPR123C	435	0.0	104.0
YDL173W	888	96.0	95.0
YJR047C	474	50.0	50.0
YMR006C	2121	705.0	95.0
YKL145W-A	93	71.0	46.0
YAL016W	1908	572.0	391.0
YMR292W	417	145.0	0.0
YDR171W	1128	51.0	93.0
YOR070C	1914	205.0	92.0
YPL152W	1077	51.0	95.0
YLR183C	1470	197.0	391.0
YNL077W	1587	147.0	0.0
YBR109C	444	334.0	0.0
YBR172C	2223	150.0	196.0
YDR346C	1446	698.0	408.0
YJL010C	2001	98.0	194.0
YOL077W-A	207	87.0	47.0
YGR213C	954	0.0	44.0
YBR236C	1311	241.0	0.0
YNL019C	855	48.0	0.0
YGL193C	312	0.0	0.0
YDL242W	354	50.0	0.0
YBR189W	588	945.0	814.0
YER085C	522	0.0	0.0
YKL039W	1572	190.0	144.0
YKL064W	2910	332.0	96.0
YLR265C	1029	147.0	280.0
YKR022C	969	243.0	95.0
YLR287C	1068	294.0	144.0
YPL174C	2607	0.0	98.0
YHR011W	1341	49.0	49.0
YDR403W	1611	97.0	0.0
YOL093W	882	218.0	146.0
YOL042W	1092	50.0	200.0
YIL070C	801	212.0	50.0
YCL037C	1305	187.0	193.0
YIL025C	375	0.0	0.0
YDR545C-A	480	0.0	0.0
YNR071C	1029	0.0	0.0
YML131W	1098	150.0	97.0
YNL245C	540	244.0	97.0
YNR024W	561	48.0	109.0
YFL013W-A	804	0.0	45.0
YLR329W	795	0.0	97.0
YPL043W	2058	410.0	197.0
YMR294W-A	360	246.0	146.0
YBR056C-B	159	89.0	51.0
YKL002W	699	226.0	196.0
YDR328C	585	195.0	187.0
YIR009W	336	51.0	46.0
YBR154C	648	462.0	414.0
YLR001C	2589	148.0	148.0
YAR035C-A	81	0.0	0.0
YKR101W	1965	193.0	150.0
YMR230W-A	189	0.0	0.0
YER115C	576	121.0	46.0
YHR124W	1884	60.0	48.0
YER148W	723	407.0	149.0
YCR050C	309	0.0	48.0
YMR240C	1311	206.0	175.0
YOR303W	1236	610.0	797.0
YIL087C	474	0.0	45.0
YMR192W	2163	149.0	50.0
YMR229C	5190	657.0	440.0
YLL038C	744	50.0	45.0
YOR056C	1380	346.0	380.0
YOL108C	456	0.0	193.0
YOR270C	2523	1535.0	974.0
YPR069C	882	523.0	419.0
YOL068C	1512	329.0	190.0
YMR182C	636	99.0	0.0
YBR201W	636	94.0	47.0
YLL043W	2010	199.0	250.0
YDR415C	1125	139.0	0.0
YGL161C	933	473.0	266.0
YOL133W	366	103.0	102.0
YNL263C	945	198.0	100.0
YHR217C	462	0.0	50.0
YDR128W	3447	100.0	96.0
YMR274C	948	141.0	47.0
YER028C	1185	0.0	97.0
YMR052W	615	50.0	0.0
YIL029W-A	372	0.0	0.0
YMR203W	1164	195.0	283.0
YKR076W	1113	48.0	48.0
YDR225W	399	490.0	470.0
YDR270W	3015	50.0	50.0
YOR181W	1902	50.0	51.0
YGR230W	414	0.0	99.0
YPR062W	477	308.0	180.0
YDR528W	1272	47.0	145.0
YER173W	1980	48.0	52.0
YBR026C	1143	136.0	48.0
YDL185W	3216	1542.0	1264.0
YBR091C	330	51.0	0.0
YNL094W	1764	94.0	146.0
YGR047C	3078	304.0	297.0
YPL227C	1005	151.0	99.0
YLR222C-A	231	0.0	49.0
YDL010W	696	48.0	50.0
YML019W	999	363.0	488.0
YDL045C	921	146.0	113.0
YLR163C	1389	270.0	295.0
YPR071W	636	47.0	0.0
YKL225W	348	0.0	0.0
YHL002C-A	489	148.0	51.0
YJL175W	513	0.0	0.0
YBL079W	4509	350.0	193.0
YNL056W	594	136.0	50.0
YOR038C	2628	147.0	100.0
YFL001W	1329	205.0	262.0
YDR150W	8247	94.0	145.0
YKL125W	1884	443.0	289.0
YKL170W	417	268.0	176.0
YPR157W	1404	0.0	99.0
YLR384C	4050	669.0	296.0
YDR307W	1989	50.0	98.0
YML099C	2643	246.0	224.0
YLR421C	471	169.0	157.0
YLR090W	1380	100.0	287.0
YMR325W	375	0.0	0.0
YJR064W	1689	935.0	877.0
YML022W	564	389.0	322.0
YER046W	432	0.0	151.0
YJR031C	4227	178.0	225.0
YIR030C	735	50.0	48.0
YKR050W	2670	50.0	50.0
YMR121C	615	361.0	166.0
YGL017W	1512	148.0	109.0
YDL150W	1269	277.0	148.0
YNL038W	690	327.0	205.0
YHR001W-A	234	197.0	0.0
YOL165C	432	52.0	0.0
YIL139C	738	144.0	49.0
YLR246W	1080	274.0	94.0
YJR119C	2187	0.0	50.0
YLR359W	1449	1419.0	1224.0
YLR199C	831	196.0	44.0
YJL206C	2277	200.0	44.0
YIL142W	1584	759.0	469.0
YGL082W	1146	445.0	221.0
YNL138W	1581	366.0	242.0
YOR133W	2529	2140.0	1819.0
YDL236W	939	532.0	541.0
YGL142C	1851	92.0	50.0
YGR179C	1221	198.0	347.0
YJR086W	333	151.0	152.0
YBR139W	1527	89.0	339.0
YHR188C	1833	98.0	147.0
YKL106C-A	120	0.0	0.0
YNL116W	1569	50.0	50.0
YNL139C	4794	217.0	99.0
YDR361C	852	397.0	190.0
YLR445W	567	0.0	0.0
YGL255W	1131	515.0	198.0
YFR007W	1062	96.0	47.0
YLR333C	327	338.0	251.0
YHL030W	5607	244.0	150.0
YGL077C	1692	1188.0	486.0
YPL204W	1485	325.0	293.0
YPL251W	303	97.0	46.0
YIL009C-A	546	99.0	243.0
YBR302C	1140	67.0	391.0
YOR091W	1038	246.0	50.0
YGR026W	837	50.0	240.0
YAL040C	1743	100.0	50.0
YDR288W	912	335.0	254.0
YGL208W	1248	117.0	95.0
YNL284C	969	251.0	96.0
YIL164C	600	99.0	336.0
YOL143C	510	145.0	305.0
YBR237W	2550	47.0	97.0
YBR197C	654	50.0	102.0
YHR147C	645	176.0	133.0
YJL093C	2076	252.0	94.0
YDR003W	633	197.0	152.0
YMR317W	3423	98.0	0.0
YOR251C	915	235.0	150.0
YPR181C	2307	418.0	205.0
YCL008C	1158	45.0	50.0
YEL064C	1443	50.0	48.0
YML005W	1389	94.0	192.0
YNL215W	963	50.0	50.0
YCR075W-A	228	0.0	50.0
YDL059C	717	181.0	103.0
YOR204W	1815	386.0	194.0
YEL012W	657	147.0	50.0
YBL040C	660	249.0	360.0
YBR298C-A	222	0.0	0.0
YDR382W	333	413.0	402.0
YDR483W	1329	398.0	363.0
YER061C	1329	345.0	49.0
YLR022C	753	342.0	98.0
YLR402W	192	0.0	0.0
YLR073C	603	100.0	105.0
YER183C	636	212.0	100.0
YHR090C	849	148.0	48.0
YDL066W	1287	746.0	556.0
YHR030C	1455	384.0	298.0
YBR295W	3651	97.0	0.0
YKL018W	990	147.0	64.0
YIL011W	810	0.0	0.0
YEL034W	474	547.0	455.0
YHL015W	366	449.0	435.0
YNR050C	1341	1215.0	1332.0
YKL208W	816	99.0	97.0
YGR004W	1389	148.0	105.0
YML110C	924	324.0	261.0
YGL048C	1218	730.0	546.0
YGL243W	1203	99.0	194.0
YKL106W	1356	389.0	144.0
YPR029C	2499	238.0	241.0
YJL034W	2049	914.0	356.0
YFL048C	1338	196.0	334.0
YLR117C	2064	140.0	0.0
YOR176W	1182	110.0	98.0
YOR109W	3324	0.0	50.0
YBL089W	1380	249.0	93.0
YDL084W	1341	1197.0	1273.0
YCL055W	1008	233.0	319.0
YGL116W	1833	50.0	47.0
YNR034W-A	297	0.0	50.0
YCR024C	1479	48.0	0.0
YIL102C-A	228	50.0	0.0
YMR102C	2505	143.0	148.0
YCR071C	441	78.0	0.0
YDR175C	960	147.0	292.0
YOR189W	351	0.0	94.0
YOR154W	1764	77.0	364.0
YPR121W	1719	47.0	0.0
YBR070C	714	240.0	200.0
YOR396C-A	483	0.0	49.0
YDR351W	2595	158.0	96.0
YNL315C	957	285.0	169.0
YPR174C	666	147.0	96.0
YJR045C	1965	647.0	384.0
YMR008C	1995	367.0	0.0
YPL026C	1509	94.0	50.0
YDL171C	6438	681.0	778.0
YKL062W	1893	47.0	98.0
YJR010W	1536	980.0	664.0
YJL218W	591	0.0	0.0
YLR222C	2454	196.0	98.0
YDR093W	4839	149.0	196.0
YMR282C	1743	144.0	190.0
YIL109C	2781	699.0	406.0
YFL022C	1512	550.0	413.0
YPL109C	1974	50.0	42.0
YJL156C	2100	295.0	194.0
YNL071W	1449	522.0	305.0
YMR088C	1689	478.0	522.0
YGR211W	1461	413.0	146.0
YKL139W	1587	293.0	140.0
YJL069C	1785	243.0	546.0
YDR344C	444	0.0	0.0
YJL016W	1686	106.0	50.0
YDR444W	2064	197.0	207.0
YER087W	1731	101.0	45.0
YLR285W	786	51.0	129.0
YLR267W	1713	50.0	94.0
YDL219W	453	205.0	77.0
YNL017C	339	47.0	57.0
YCR024C-A	123	138.0	195.0
YDR206W	2655	326.0	93.0
YKR024C	2229	292.0	97.0
YKL140W	1647	328.0	236.0
YBR156C	2097	49.0	49.0
YOR076C	2244	169.0	50.0
YEL059C-A	225	98.0	0.0
YDR405W	792	92.0	141.0
YOL091W	1830	0.0	0.0
YCL031C	894	228.0	246.0
YIL027C	426	203.0	265.0
YLR459W	1185	95.0	49.0
YNL243W	2907	490.0	419.0
YNR026C	1416	164.0	142.0
YHL044W	708	0.0	0.0
YPR204W	3099	144.0	145.0
YOR311C	873	111.0	210.0
YHR068W	1164	321.0	346.0
YGR149W	1299	404.0	98.0
YDR458C	1992	292.0	188.0
YKL193C	1017	100.0	148.0
YPR099C	357	136.0	74.0
YOR135C	342	178.0	148.0
YLR310C	4770	356.0	98.0
YNR008W	1986	240.0	97.0
YJR150C	897	0.0	0.0
YBR301W	363	0.0	0.0
YFL011W	1641	0.0	0.0
YLR003C	876	192.0	101.0
YER113C	2121	224.0	100.0
YHR122W	696	337.0	168.0
YHL017W	1599	332.0	173.0
YJR010C-A	285	198.0	98.0
YIL085C	1554	249.0	205.0
YMR190C	4344	148.0	94.0
YLR325C	237	298.0	303.0
YCR052W	1452	246.0	100.0
YOR272W	1383	462.0	366.0
YMR184W	597	163.0	42.0
YER172C-A	381	0.0	0.0
YAL064W-B	381	0.0	0.0
YDR413C	576	164.0	0.0
YBR203W	2775	50.0	0.0
YAR029W	225	0.0	0.0
YNL238W	2445	243.0	100.0
YJL198W	2646	242.0	146.0
YOL135C	669	132.0	50.0
YOR323C	1371	445.0	368.0
YLL041C	801	527.0	344.0
YKR074W	468	127.0	198.0
YOR193W	1131	100.0	0.0
YER026C	831	682.0	616.0
YMR201C	1116	283.0	147.0
YLR069C	2286	372.0	180.0
YML042W	2013	49.0	0.0
YDR069C	2781	0.0	51.0
YGR232W	687	205.0	100.0
YEL066W	540	153.0	146.0
YPR035W	1113	1139.0	1168.0
YDR542W	363	0.0	0.0
YDR227W	4077	151.0	47.0
YDL130W-A	261	50.0	51.0
YMR037C	2115	45.0	96.0
YCR038C	1929	0.0	99.0
YOR157C	786	289.0	101.0
YNL257C	3690	303.0	186.0
YCL056C	435	0.0	48.0
YER147C-A	411	273.0	98.0
YBR093C	1404	150.0	94.0
YBL112C	318	0.0	0.0
YNL092W	1203	51.0	0.0
YGR045C	363	0.0	0.0
YAL037C-B	975	1049.0	1032.0
YLR134W	1692	96.0	162.0
YLR161W	345	0.0	0.0
YKL096C-B	150	0.0	58.0
YPL225W	441	235.0	357.0
YDL043C	801	98.0	97.0
YDL012C	324	50.0	0.0
YDR218C	1272	0.0	0.0
YLR299W	1983	180.0	100.0
YJL177W	555	521.0	498.0
YGL139W	2409	193.0	151.0
YNL054W	3498	50.0	0.0
YDR156W	414	0.0	49.0
YPL062W	405	100.0	0.0
YPR155C	1851	284.0	252.0
YOR137C	1869	50.0	50.0
YKL123W	381	0.0	0.0
YKL172W	1284	476.0	289.0
YNL336W	1146	195.0	98.0
YDR305C	654	0.0	188.0
YJR059W	2457	95.0	0.0
YPR100W	423	151.0	74.0
YDR358W	1674	189.0	143.0
YLR096W	3444	245.0	137.0
YIL104C	1524	288.0	194.0
YKR052C	915	50.0	100.0
YLR427W	2013	148.0	245.0
YIR032C	588	162.0	50.0
YGL015C	393	0.0	0.0
YJR066W	7413	296.0	197.0
YMR127C	1017	352.0	147.0
YIL140W	2472	252.0	96.0
YOL163W	510	0.0	50.0
YLR197W	1515	1286.0	640.0
YBR213W	825	0.0	0.0
YAL064W	285	0.0	0.0
YJL204C	2523	199.0	50.0
YLR244C	1164	324.0	433.0
YJR084W	1272	194.0	47.0
YLR233C	2100	98.0	0.0
YDL238C	1470	50.0	0.0
YGL084C	1683	144.0	163.0
YPR033C	1641	891.0	549.0
YLR382C	2685	99.0	241.0
YLR154C-H	132	130.0	130.0
YLR154C-G	150	250.0	250.0
YLR219W	2187	239.0	0.0
YDR363W	1371	0.0	50.0
YNL114C	372	0.0	50.0
YNL163C	3333	345.0	313.0
YFR005C	1347	49.0	103.0
YHL036W	1641	50.0	0.0
YFR050C	801	548.0	147.0
YLR331C	378	0.0	49.0
YNR069C	1470	143.0	50.0
YGR126W	693	0.0	0.0
